city,date,fare,ride_id
West Angela,02-01-2018,19.81,9739967666158
Leahton,28-02-2018,31.01,2116500207936
Johnton,11-04-2018,16.63,7248459450448
Port David,21-01-2018,32.92,857956984195
New Kimberlyborough,01-04-2018,35.11,8275820093507
Port Frank,26-02-2018,25.18,7280804922163
Barajasview,24-01-2018,9.21,1841073494391
South Phillip,21-04-2018,32.85,2752328490329
North Jasmine,03-04-2018,19.66,9206122228723
New Kimberlyborough,13-03-2018,14.84,1839171122889
North Jasmine,05-01-2018,26.72,3669060555225
Reynoldsfurt,13-02-2018,7.43,5244425698113
North Barbara,05-05-2018,38.15,256007222475
South Karenland,23-04-2018,12.34,9185788818366
North Jasmine,17-04-2018,22.41,4198039541673
East Kaylahaven,16-02-2018,34.42,7999611361088
West Samuelburgh,07-03-2018,34.22,1129565554274
Richardfort,03-03-2018,11.42,2916078036620
West Heidi,19-02-2018,7.64,8966126701769
Raymondhaven,08-05-2018,18.45,1811574736337
North Markport,29-04-2018,19.8,1839021476247
New Paulton,17-02-2018,37.44,7429666346759
Karenside,25-01-2018,19.6,4716956966395
South Jack,03-03-2018,29.88,2153390332898
South Michelleport,20-01-2018,34.72,6387935611001
North Jason,01-04-2018,40.45,1101699127777
Joneschester,26-01-2018,13.77,6678138496534
Amandaburgh,02-01-2018,33.06,6330658179518
North Jason,28-03-2018,42.75,4271684689560
Roberthaven,28-01-2018,28.11,6228196244648
South Karenland,13-02-2018,24.16,3274616265567
Rogerston,23-01-2018,21.64,3849704287167
Robertport,14-02-2018,18.38,9072927119265
West Samuelburgh,06-01-2018,11.01,73344113439
New Paulton,06-04-2018,38.8,8523234215665
Port Johnbury,12-04-2018,8.42,39663640391
South Karenland,03-05-2018,19.69,2542833874680
Liumouth,22-03-2018,39.96,6162501769368
South Evanton,29-04-2018,5.16,314702567786
Huntermouth,20-04-2018,23.65,3496017787039
Simpsonburgh,26-04-2018,29.22,4452627021726
Valentineton,17-02-2018,21.74,4882233203306
Deanville,12-01-2018,39.45,419667752175
South Karenland,27-04-2018,6.62,9440452913212
Lake Jonathanshire,22-03-2018,18.72,4675968803527
East Kaylahaven,01-03-2018,23.45,3219972039261
Port David,12-04-2018,35.51,2988691809424
West Gabriel,30-01-2018,25.64,3458714190369
South Evanton,13-02-2018,44.33,3933480252928
Richardfort,13-01-2018,25.81,9110913538598
North Madeline,04-04-2018,25.38,6907041134302
South Evanton,06-04-2018,9.3,1037050050692
Royland,18-02-2018,8.32,5213108195867
Hurleymouth,07-01-2018,20.01,4462373605170
West Anthony,08-04-2018,20.83,9582303999416
Martinezhaven,14-02-2018,27.16,2198999302323
North Jasmine,21-01-2018,33.06,4263006375138
Carriemouth,15-04-2018,40.03,2667929739732
Lake Scottton,21-01-2018,21.81,294152016280
Hurleymouth,17-01-2018,24.86,9295336313691
North Barbara,17-03-2018,6.12,5476938523655
Royland,23-04-2018,40.39,338531895520
North Jason,12-01-2018,9.97,8000607854022
West Ericstad,27-01-2018,29.05,7599450195358
Joneschester,13-03-2018,27.79,1264452837532
North Madeline,03-05-2018,16.44,212158091636
Loganberg,18-02-2018,23.98,9369013244643
West Patrickchester,07-04-2018,33.9,3859130440081
Justinberg,04-04-2018,19.38,3733963439606
Lake Jonathanshire,16-04-2018,32.47,1013873953228
Karenside,04-03-2018,25.21,9107960049863
North Madeline,04-02-2018,9.84,9479830048819
West Josephberg,30-03-2018,25.19,7575785795869
West Christopherberg,01-05-2018,39.8,5350289549048
Lake Scottton,19-04-2018,37.67,5487285317750
Simpsonburgh,04-05-2018,33.11,2860856883893
South Karenland,23-01-2018,22.54,906736207129
South Evanton,26-02-2018,7.81,741939312160
New Paulville,02-01-2018,33.08,2368537035314
Carriemouth,08-03-2018,37.81,7350661461430
North Madeline,01-03-2018,20.8,1575104438305
West Heidi,17-01-2018,24.19,8798102589241
Amandaburgh,13-01-2018,23.35,9975084532253
Valentineton,06-03-2018,38.88,2762937463829
South Phillip,23-03-2018,40.07,2307854781368
West Angela,22-02-2018,23.09,5991667849215
Erikaland,25-04-2018,34.05,5673820536254
Loganberg,23-04-2018,32.4,2448427854987
West Heidi,01-01-2018,10.75,6571513080673
South Michelleport,27-01-2018,30.16,3948526488391
Christopherfurt,15-03-2018,34.09,1264516579194
North Markport,06-04-2018,18.15,7268609489111
West Anthony,10-02-2018,38.54,8950008238108
South Phillip,16-04-2018,24.63,7860896953308
South Phillip,07-01-2018,6.54,197653692239
Williamsview,02-03-2018,25.15,5050608655121
Port Frank,05-01-2018,35.35,1918776405433
West Angela,18-03-2018,13.06,7206619990906
Liumouth,14-04-2018,25.28,7891750319251
Port Frank,03-05-2018,21.11,9063920293861
Jerryton,04-03-2018,22.91,3498905000817
Richardfort,06-03-2018,8.28,5127600643309
Lake Danielberg,14-01-2018,24.14,7958893128864
South Evanton,17-01-2018,34.55,3373258213100
Williamsview,25-01-2018,41.17,4838881371737
South Jack,29-01-2018,43.12,6046698489448
Justinberg,13-02-2018,10.18,3143508668222
Liumouth,29-04-2018,23.99,819442443593
South Jack,09-01-2018,21.13,6055921836157
South Michelleport,29-03-2018,11.06,9979817442901
Hurleymouth,23-02-2018,31.97,1990077862269
West Samuelburgh,22-02-2018,17.35,3943007288125
North Barbara,09-04-2018,6.68,2535408162930
Royland,20-01-2018,6.66,4292343513903
Lake Scottton,08-04-2018,44.03,9052901892070
Raymondhaven,30-04-2018,29.84,7628275458574
Lake Scottton,08-05-2018,18.04,5616262558026
Martinezhaven,07-05-2018,6.89,3266247221258
Lake Scottton,08-02-2018,34.95,7928828679563
Richardfort,05-02-2018,42.22,4051093040264
West Josephberg,11-04-2018,18.65,6034780270685
New Paulville,05-03-2018,23.75,9558031485248
South Phillip,07-05-2018,36.51,2373463606606
South Karenland,22-03-2018,15.54,1305521187209
Valentineton,22-01-2018,17.74,6348946945240
South Evanton,07-05-2018,34.03,3182588142048
Pattyland,19-04-2018,4.55,6863691950115
Port Samanthamouth,15-03-2018,5.62,6911793332732
East Kaylahaven,11-01-2018,8.02,9778559091886
North Madeline,27-02-2018,36.87,9531911098356
Richardfort,04-04-2018,16.35,6077906760851
South Michelleport,11-02-2018,28.03,3129314459254
Port Johnbury,21-01-2018,32.68,277259241694
Liumouth,18-01-2018,20.68,984551570260
South Evanton,08-04-2018,5.62,1336030545631
Richardfort,05-03-2018,4.85,3291539624738
New Jacobville,07-02-2018,26.09,3517704368178
East Kaylahaven,04-02-2018,38.13,2889304581969
Williamsstad,20-01-2018,18.79,5023157350397
Lake Jonathanshire,11-04-2018,25.92,8533808747676
Port Samanthamouth,25-04-2018,9.44,4793952979390
South Karenland,30-03-2018,20.21,2903443186097
West Christopherberg,10-03-2018,7.98,5729357604390
Lake Scottton,29-03-2018,35.36,3706314280455
East Kaylahaven,24-01-2018,31.4,7430406748016
Raymondhaven,04-04-2018,41.45,2893202480774
Port Frank,19-03-2018,22.63,9908378465166
New Paulville,24-04-2018,13.32,8564322973357
Karenberg,30-04-2018,5.7,7644517011765
Barajasview,24-03-2018,12.24,766512199846
North Jason,10-02-2018,25.36,8594848265735
Barajasview,18-04-2018,12.35,6122257582314
New Kimberlyborough,03-04-2018,33.74,6329063149216
West Samuelburgh,31-01-2018,9.67,8851666927116
West Heidi,21-03-2018,9.06,6618749143588
Port Frank,16-01-2018,11.97,8711333582560
West Samuelburgh,08-04-2018,14.52,2480520808757
West Gabriel,01-05-2018,8.67,425757573667
Loganberg,18-04-2018,16.36,4728835123393
West Josephberg,07-05-2018,29.66,261961747605
South Michelleport,02-02-2018,12.77,1407376692621
Christopherfurt,14-04-2018,39.91,253265651115
Justinberg,14-04-2018,7.75,8860058514407
South Michelleport,12-03-2018,25.1,7109079664625
West Angela,10-04-2018,31.03,3524340292330
South Karenland,02-02-2018,10.54,4511035891557
Carriemouth,04-05-2018,41.54,1102333782246
Pattyland,09-01-2018,41.04,3525500502870
West Samuelburgh,04-03-2018,28.18,9684553330848
North Barbara,03-02-2018,11.54,5814426769909
Jerryton,20-02-2018,28.24,4147224282549
Leahton,06-03-2018,14.87,3839886060948
North Jasmine,06-02-2018,9.12,3928977578261
South Karenland,03-01-2018,39.16,5488595025427
Grahamburgh,19-03-2018,33.14,4377426125867
West Robert,29-03-2018,17.53,8336695194192
Williamsview,18-02-2018,18.75,4148427600673
Barajasview,04-01-2018,12.25,1657106589275
Williamsview,01-01-2018,5.42,5676167585855
West Ericstad,05-02-2018,30.89,2464029094187
Lake Danielberg,05-01-2018,28.79,9792091934593
Barajasview,29-03-2018,29.55,3838354230678
Liumouth,03-03-2018,26.6,4278966939061
West Patrickchester,06-03-2018,31.33,2574123507602
Lake Scottton,13-01-2018,24.81,395502999618
Liumouth,04-01-2018,34.77,8500621051587
Williamsstad,03-01-2018,17.16,28294640252
Lake Danielberg,04-02-2018,24.49,859545474575
Justinberg,28-02-2018,14.4,1131855954787
Jerryton,07-03-2018,15.82,8112351353413
New Jacobville,12-03-2018,28.12,3354774437164
Loganberg,03-01-2018,34.42,237725006820
West Patrickchester,02-03-2018,25.28,8920708170312
South Evanton,02-01-2018,16.96,9407700156319
North Markport,04-05-2018,28.93,1471664210200
Port Angela,02-04-2018,25.84,8022436129393
Richardfort,14-04-2018,43.01,7636011510547
Rogerston,27-01-2018,13.4,9764361764025
East Kaylahaven,11-02-2018,4.75,9782978467542
Raymondhaven,28-02-2018,21.78,1853831474811
Loganberg,20-02-2018,41.16,4360659646407
South Jack,17-02-2018,18.08,3666658839798
West Ericstad,05-05-2018,7.76,8379003928607
Port Frank,21-02-2018,19.81,2185137282852
Simpsonburgh,23-01-2018,39.95,1108660251073
Simpsonburgh,08-01-2018,13.01,9413350107687
South Evanton,08-02-2018,38.21,56240519093
Loganberg,30-03-2018,40.8,3172019974706
New Paulville,08-03-2018,18.35,3736130457083
East Kaylahaven,30-04-2018,37.41,1759788940587
West Gabriel,31-01-2018,6.8,1042280944345
South Phillip,15-03-2018,22.28,6023734584015
Richardfort,21-01-2018,10.91,3567611375530
Williamsview,22-03-2018,15.85,8549525496025
West Patrickchester,16-02-2018,12.15,9177372989576
North Jason,07-05-2018,24.2,3915678713657
Karenberg,13-04-2018,23.73,405640953288
East Kaylahaven,24-03-2018,32.21,6710058446869
Lake Jonathanshire,09-04-2018,15.96,577276092645
Williamsstad,12-03-2018,13.79,5771635421960
Deanville,28-01-2018,31.65,649769579565
South Latoya,25-02-2018,25.87,4911564763064
South Karenland,26-02-2018,38.05,445163644058
Justinberg,27-01-2018,28.41,3494883589054
South Michelleport,21-04-2018,36.47,3394685136336
Lake Jonathanshire,16-01-2018,26.27,3267656258507
Jerryton,25-03-2018,9.64,9483701056322
Grahamburgh,23-02-2018,41.98,3687572775641
South Karenland,26-02-2018,35.61,8413974071006
Johnton,29-04-2018,17.89,1266248389669
Justinberg,24-01-2018,38.79,1687190759049
Grahamburgh,02-02-2018,22.53,6583081396582
North Markport,17-01-2018,8.68,930356390428
Port Samanthamouth,01-01-2018,11.71,1849658808540
West Angela,11-04-2018,29.06,713854282118
Port David,03-03-2018,13.41,6413543746665
Christopherfurt,23-02-2018,15.61,8295289890035
Lake Scottton,27-02-2018,9.43,8167805104097
Valentineton,03-01-2018,37.4,4181290691140
Jerryton,19-02-2018,21.27,2523553025606
Reynoldsfurt,21-03-2018,11.97,9406113555740
Hurleymouth,24-02-2018,8.33,2051788093690
South Latoya,13-03-2018,16.01,2755056904274
North Jasmine,21-03-2018,39.02,7925529006582
Richardfort,16-03-2018,21.39,237473464569
Roberthaven,03-05-2018,42.15,2593369705849
South Michelleport,05-01-2018,39.9,6107070834017
Port Johnbury,15-01-2018,40.32,2120999202624
Loganberg,31-01-2018,20.36,1816764262702
Robertport,30-04-2018,14.81,1468741682203
South Michelleport,27-02-2018,10.4,6475102182178
New Jacobville,03-03-2018,41.39,3091545613098
Martinezhaven,12-04-2018,11.55,9306298924624
West Gabriel,08-04-2018,13.31,8629908298269
South Jack,10-04-2018,29.97,6134963889083
New Paulville,05-01-2018,21.57,3713143062176
Royland,11-01-2018,18.42,5578365228841
Roberthaven,15-01-2018,30.42,5912507910247
Justinberg,12-03-2018,24.41,3085648665283
West Angela,21-02-2018,40.55,1832101254162
North Madeline,30-01-2018,16.5,8651911600616
Port Angela,03-02-2018,6.42,9465215247151
North Jason,30-03-2018,12.04,6617567960124
West Patrickchester,18-04-2018,29.12,8009822638677
North Jason,27-03-2018,30.66,3371333703928
West Anthony,03-02-2018,19.66,2909279162533
Liumouth,29-04-2018,32.1,2696753605913
Martinezhaven,13-04-2018,40.2,8856596685853
West Josephberg,12-01-2018,5.77,5094744587526
Simpsonburgh,05-01-2018,39.44,252491764873
New Paulville,05-01-2018,44.68,3084378770502
Christopherfurt,04-02-2018,41.12,807740496588
Johnton,15-03-2018,30.27,1604984494757
South Jack,06-02-2018,7.71,6332020411813
Joneschester,28-03-2018,7.56,4606111536146
Lake Danielberg,23-02-2018,9.25,8304102117881
Port Frank,18-01-2018,19.98,4493440036641
Lake Jonathanshire,21-01-2018,37.25,2966536034637
Rogerston,07-03-2018,27.26,9445963524322
South Karenland,02-01-2018,19.57,7272197128628
West Gabriel,15-01-2018,11.71,3842429247256
West Gabriel,12-01-2018,31.98,2986879445341
Robertport,17-03-2018,14.61,8501454819559
West Christopherberg,03-04-2018,33.03,1478762318845
Lake Scottton,02-04-2018,43.2,3927212153065
West Christopherberg,07-02-2018,10.91,3730797143907
West Anthony,18-04-2018,11.2,3221735036264
Robertport,16-04-2018,36.11,5886554503793
Erikaland,27-03-2018,26.25,4808796549026
Williamsview,17-01-2018,32.29,7451578628999
West Robert,30-01-2018,43.02,7200177034430
Hurleymouth,06-02-2018,32.93,4140229588692
New Paulton,21-02-2018,27.56,3954579271309
Deanville,07-01-2018,21.5,9422003641461
Karenside,12-01-2018,37.73,1873045802736
New Paulton,12-03-2018,38.26,79314274773
Port Samanthamouth,09-04-2018,24.99,6743225912546
South Phillip,03-05-2018,8.3,8580230286693
Lake Danielberg,06-02-2018,29.96,2331999439549
Martinezhaven,06-02-2018,40.29,4665194925087
Pattyland,12-04-2018,28.65,6924230448040
Port Johnbury,05-02-2018,7.44,3008325165012
Richardfort,22-03-2018,16.35,5934239154720
Valentineton,17-02-2018,37.19,5020446269859
Rodneyfort,19-04-2018,35.79,9917197764299
West Christopherberg,19-04-2018,22.86,9748845131381
Valentineton,08-03-2018,43.59,5859669462309
New Jacobville,21-02-2018,40.05,3017975180818
Joneschester,05-05-2018,21.74,2729175742345
Johnton,14-01-2018,19.68,8534361219730
West Heidi,29-01-2018,38.68,4818935872915
West Christopherberg,11-04-2018,4.88,7740852204661
West Angela,17-03-2018,23.45,7766326460678
South Evanton,09-01-2018,40.73,6529652825358
West Gabriel,23-01-2018,40.17,9157930188085
Carriemouth,05-04-2018,38.17,8161204669836
West Ericstad,18-03-2018,23.62,6209238468314
North Jasmine,22-04-2018,6.49,1617288417506
Martinezhaven,30-04-2018,36.07,1517725239558
West Gabriel,17-02-2018,17.03,4385812494114
Liumouth,06-03-2018,37.4,602124109449
Roberthaven,02-05-2018,21.8,3456705475174
West Angela,21-02-2018,27.68,791846342132
West Robert,01-02-2018,30.94,218488354366
Carriemouth,27-04-2018,8.28,451752270898
North Jason,08-01-2018,10.74,1777358514662
West Angela,13-04-2018,28.75,3697508187707
Reynoldsfurt,03-02-2018,6.34,5560686093253
Lake Jonathanshire,11-04-2018,22.48,3505458786874
New Kimberlyborough,05-02-2018,18.02,3979116091493
Jerryton,23-03-2018,37.89,4275221969665
Joneschester,04-03-2018,41.65,9830268750819
Lake Jonathanshire,16-02-2018,17.58,3641777572467
Richardfort,03-01-2018,5.32,3268844473610
Deanville,29-01-2018,25.39,9623390811882
Richardfort,29-03-2018,37.76,4802688422688
Royland,23-03-2018,13.7,8505727203359
Jerryton,20-04-2018,29.84,8129673900768
Lake Jonathanshire,17-01-2018,28.42,6544222037368
Karenberg,24-04-2018,34.67,6995539608497
Joneschester,17-02-2018,10.52,3382314791322
Rogerston,27-02-2018,27.4,6535366485146
North Jason,11-01-2018,19.64,6877014281473
Reynoldsfurt,11-04-2018,38.35,6517888893678
Rogerston,26-01-2018,11.13,9117397855777
Grahamburgh,11-03-2018,34.53,1668089072869
Lake Jonathanshire,21-01-2018,22.36,2522096563712
Lake Danielberg,05-03-2018,44.77,904234510499
Liumouth,30-01-2018,22.9,2852059249491
West Gabriel,28-01-2018,5.58,8437986648490
North Jason,24-01-2018,40.15,6720072772844
West Robert,16-03-2018,42.89,3371305205863
Huntermouth,24-01-2018,42.36,2881099887400
Karenside,17-01-2018,11.6,2896161328712
Karenberg,19-02-2018,12.25,3871929479027
Amandaburgh,29-01-2018,41.06,4296858665195
West Robert,18-02-2018,44.97,341568099144
Pattyland,12-01-2018,17.85,1717518351904
West Robert,19-02-2018,40.64,5090000920328
Lake Jonathanshire,23-02-2018,26.63,5372487991955
Raymondhaven,31-03-2018,7.67,3677670833473
New Kimberlyborough,24-04-2018,37.73,2211216902202
North Jasmine,08-05-2018,18.55,5682021476085
Reynoldsfurt,09-02-2018,21.02,6197091221286
West Anthony,08-03-2018,41.3,1154693699214
West Christopherberg,30-01-2018,16.85,7337258118847
Erikaland,11-02-2018,35.89,1692275914503
Port Samanthamouth,02-02-2018,39.28,2671264374220
New Jacobville,30-04-2018,5.6,3975719805512
Huntermouth,27-03-2018,22.64,9536744918833
Joneschester,19-03-2018,42.74,4496207006444
Port Frank,15-01-2018,30.93,8726143802098
Leahton,03-03-2018,43.44,4290916547911
Raymondhaven,07-02-2018,38.67,8352957849877
South Latoya,22-04-2018,27.54,3391380718287
West Ericstad,04-03-2018,43.98,6434938341937
Liumouth,12-04-2018,10.53,8954520159231
Port Johnbury,25-04-2018,10.26,2977082935156
Robertport,18-04-2018,24.48,4267630984582
South Michelleport,27-04-2018,27.89,355231301182
Grahamburgh,16-02-2018,30.23,5124138921138
Liumouth,02-04-2018,25.56,9544292256253
Grahamburgh,10-04-2018,37.67,1448865682495
Rogerston,03-02-2018,4.41,1718712551725
New Paulville,21-01-2018,33.47,8221242356003
Liumouth,28-02-2018,30.3,2081810970989
Port Frank,06-02-2018,34.86,3935964262850
Loganberg,21-02-2018,36.21,8542273339484
Karenside,21-03-2018,26.69,7728915318388
West Angela,14-04-2018,39.95,7950036014003
West Josephberg,31-01-2018,38.28,4195600587627
West Samuelburgh,22-02-2018,7.13,2717847680996
Lake Danielberg,06-02-2018,30.31,3396701278037
Johnton,31-01-2018,23.36,3671342249951
West Ericstad,21-01-2018,8.07,7506043971589
Lake Scottton,18-04-2018,4.36,5843811924401
North Jasmine,17-04-2018,11.76,4450941712061
North Jason,15-04-2018,42.29,5008032046084
North Jason,04-03-2018,38.49,3338028667880
Lake Danielberg,17-02-2018,11.7,4874329095698
Christopherfurt,04-04-2018,24.47,571640743706
Port Johnbury,04-01-2018,32.75,1737291283544
Port Angela,04-05-2018,21.62,6302510153615
Port Frank,28-04-2018,15,7321190762923
North Barbara,08-01-2018,25.84,3505169399905
North Jason,14-04-2018,8.05,7833718484809
Barajasview,12-01-2018,21.64,3010027933226
North Jasmine,13-01-2018,16.92,5896684082471
South Karenland,25-04-2018,36.71,7085374615497
West Gabriel,20-02-2018,28.13,7467212471692
Carriemouth,25-03-2018,26.4,4293523822822
Huntermouth,17-03-2018,30.31,6909760173471
Valentineton,12-01-2018,42.31,5901460118661
East Kaylahaven,29-01-2018,26.79,5038187912880
Lake Danielberg,12-04-2018,41.45,5338695664074
West Robert,15-01-2018,33.91,2161158839398
Williamsstad,04-04-2018,31.52,778427079687
Port David,22-04-2018,30.03,7355586586718
Karenside,03-03-2018,19.19,1723489219600
Valentineton,16-03-2018,5.23,7407814114542
New Kimberlyborough,03-04-2018,43.07,5603777741586
New Jacobville,20-04-2018,13.35,9259173509501
Joneschester,13-04-2018,27.36,7530382780656
Joneschester,20-04-2018,30.12,8972497663155
Jerryton,24-03-2018,31.47,5424245579315
Grahamburgh,03-01-2018,17.61,7877228075348
Royland,18-01-2018,32.11,4548837819274
West Robert,10-03-2018,6.74,6675182507896
Karenside,19-02-2018,17.41,1217247793421
Williamsview,18-04-2018,39.79,8745531941706
Simpsonburgh,03-03-2018,7.63,4176780124147
West Angela,07-05-2018,12.35,2050512349119
West Heidi,15-01-2018,21.44,83498621902
Leahton,13-03-2018,36.79,6214133326256
Reynoldsfurt,14-02-2018,39.4,9070692324754
Christopherfurt,13-03-2018,32.05,2788817929605
Raymondhaven,20-03-2018,38.53,8658255136559
Port Johnbury,26-03-2018,7.63,8089282605778
West Gabriel,05-05-2018,27.57,4428773411209
Barronchester,27-01-2018,27.79,6653622887913
East Kentstad,07-04-2018,18.75,6575961095852
Lake Omar,17-01-2018,21.71,966911700371
Myersshire,27-02-2018,17.1,5706770909868
West Hannah,19-04-2018,37.78,2273047151891
East Marymouth,29-03-2018,37.6,6370863861570
New Raymond,25-02-2018,20.44,5984505117874
Lake Robertside,11-01-2018,46.51,6574333011308
Josephside,30-03-2018,44.74,5592692102803
Brandonfort,14-01-2018,28.02,8100258078935
Josephside,07-02-2018,31.94,3185694946333
New Raymond,21-03-2018,22.12,6031755734913
Lewisland,14-02-2018,42.31,580385794188
East Kentstad,22-01-2018,35.01,8750865857333
Myersshire,29-04-2018,17.99,1127095356276
Myersshire,10-01-2018,45.81,7014255933887
Lewisland,30-01-2018,32.4,5099208436594
West Hannah,22-03-2018,25.86,7624914034208
North Richardhaven,18-02-2018,41.54,4267383307027
New Olivia,29-03-2018,44.12,7724469578438
New Shannonberg,19-03-2018,25.46,374752841670
Barronchester,05-05-2018,30.38,2281522828169
Nicolechester,09-02-2018,40.83,85473064902
New Raymond,18-03-2018,36.26,3151412877753
New Raymond,03-05-2018,48.56,9495029351539
Victoriaport,21-04-2018,12.13,3313120309203
South Teresa,29-01-2018,38.47,5746182119035
North Richardhaven,07-04-2018,36.32,5014291527509
East Aaronbury,19-03-2018,20.04,4117474421029
South Teresa,23-02-2018,46.02,4623132352357
Bethanyland,01-04-2018,38.71,8221076873967
Lake Scott,10-01-2018,37.96,8130669690525
East Marymouth,16-01-2018,46.2,1181974978638
North Jeffrey,04-02-2018,29.87,7909567053548
Rodriguezview,27-03-2018,49.65,8748957571328
Bethanyland,15-03-2018,37.09,6243188816016
East Kentstad,01-05-2018,39.29,1986613861926
Myersshire,06-01-2018,22.8,499304044207
Lake Robertside,05-03-2018,29.12,4058488101142
Sotoville,29-03-2018,34.97,7313956062903
South Brenda,28-04-2018,27.86,5857212189710
Port Shane,09-04-2018,27.66,4022340141966
Lake Omar,26-03-2018,48.26,5014086961990
Lake Robertside,30-04-2018,22.26,202043410246
Lake Robertside,18-03-2018,44.21,9839854233835
South Brenda,21-04-2018,17.8,3500924024641
North Timothy,06-04-2018,38.39,4781274767887
Nicolechester,10-04-2018,38.08,8122088232004
Port Shane,23-04-2018,42.26,8341982666719
New Shannonberg,20-04-2018,30.82,6829641849335
Veronicaberg,19-01-2018,19.28,2351082274727
West Hannah,09-01-2018,14.41,1044914110317
Port Shane,02-03-2018,14.95,2803204948363
Nicolechester,08-03-2018,16.35,1045798809359
Victoriaport,22-04-2018,16.31,6069171955919
New Raymond,05-01-2018,22.5,7832889931082
New Shannonberg,01-02-2018,34.09,8588717292946
East Marymouth,27-04-2018,36.11,8307460338356
Williamsonville,09-01-2018,48.73,6507706939008
East Kentstad,19-04-2018,22.42,1136558207239
Victoriaport,02-02-2018,25.68,8997392253805
New Raymond,02-01-2018,45.32,8881105109599
Victoriaport,02-04-2018,12.19,6988300070777
Barronchester,25-04-2018,36.13,2660177707065
Brandonfort,08-04-2018,35.64,6109525300344
Lewishaven,19-04-2018,21.92,7108986085790
Brandonfort,22-03-2018,38.66,4748541004175
Port Shane,26-03-2018,19.03,6010401984537
East Marymouth,21-03-2018,17.43,1621338088820
New Shannonberg,15-01-2018,35.34,7445877019367
New Shannonberg,05-05-2018,16.77,8389782417445
Lake Ann,14-02-2018,42.13,6192401377301
Victoriaport,14-03-2018,16.5,7106912999135
North Richardhaven,22-01-2018,18.45,2627726489605
Rodriguezview,20-04-2018,23.58,3289957353125
Grayville,06-04-2018,18.11,6203774514474
Lake Robertside,13-01-2018,28.37,5199680612896
West Hannah,01-02-2018,33.85,8296563108808
New Olivia,05-02-2018,47.15,7736815814329
Grayville,28-04-2018,43.22,6018910939581
Port Shane,15-03-2018,31.58,2552978514662
Myersshire,26-03-2018,28.71,2180652304041
Lake Ann,30-04-2018,14.56,5470772614012
Colemanland,20-04-2018,20.83,2981565641427
West Kimmouth,04-01-2018,20.69,1687206700447
Lake Ann,06-03-2018,13.61,1257553992293
Lake Scott,29-04-2018,25.75,4959514979080
Mezachester,25-03-2018,21.89,2294831365065
Brandonfort,02-05-2018,48.63,4443575880282
Lake Scott,26-03-2018,26.24,1980313728671
Veronicaberg,24-04-2018,49.45,5877628036170
Lewisland,25-01-2018,32.38,8332226417129
Lake Scott,07-05-2018,21.72,7626061808220
East Marymouth,03-04-2018,26.93,3384028141202
Sotoville,22-04-2018,46.5,7088151468507
North Richardhaven,03-03-2018,18.17,3252030700789
New Shannonberg,09-02-2018,37.52,3107911163811
New Raymond,01-05-2018,14.2,1535089996030
Brandonfort,02-01-2018,49.95,1298465164057
Lake Scott,03-01-2018,47.97,8024881377404
Nicolechester,02-05-2018,36.59,6821451074310
East Marymouth,01-05-2018,13.17,9052669788424
Myersshire,25-01-2018,35.65,3459456166162
Nicolechester,04-03-2018,27.67,1790409286394
Davidfurt,05-01-2018,31.48,1953915881204
Josephside,12-03-2018,29.47,1697181089451
Myersshire,02-01-2018,33.62,6489718708394
Sotoville,25-01-2018,24.13,7372157726656
Veronicaberg,02-02-2018,26.42,8456789960080
Josephside,18-01-2018,33.07,7129661940616
Rodriguezview,17-02-2018,22.76,2750365542698
Lewisland,08-04-2018,35.16,5715574777818
Sotoville,23-04-2018,34.87,99483095214
Davidfurt,17-01-2018,28.28,6647857817333
Mezachester,22-01-2018,40.67,1956901251838
Josephside,03-03-2018,17.39,1280375339328
Mezachester,18-03-2018,40.81,9431152912582
New Shannonberg,26-02-2018,16.39,1105944917601
East Marymouth,08-03-2018,43.79,1703166685294
South Brenda,19-01-2018,44.36,6108194089857
Colemanland,05-03-2018,13.39,8894920928658
New Shannonberg,03-05-2018,34.08,1767826635739
East Aaronbury,16-03-2018,20.59,6153017911679
East Aaronbury,27-01-2018,28.56,5981083119511
East Danielview,25-02-2018,26.33,513607352842
Barronchester,31-03-2018,44.24,1252888806772
Mezachester,26-04-2018,30.75,3181640027590
South Teresa,02-04-2018,23.78,295848311917
East Kentstad,24-03-2018,31.53,1907259346172
Brandonfort,19-03-2018,45.52,201086012271
New Shannonberg,07-05-2018,20.52,8313701567867
Grayville,19-02-2018,19.52,9233978205608
South Teresa,28-03-2018,17.5,9665109040886
East Marymouth,12-03-2018,38.26,5237668148484
Lake Robertside,10-04-2018,34.14,9363510386967
Colemanland,02-03-2018,36.81,116923856607
South Brenda,10-01-2018,47.52,3069086465155
Lewisland,28-01-2018,35.6,9368246062437
New Raymond,15-01-2018,47.01,3568107406141
North Richardhaven,01-01-2018,31.15,7188584539017
Josephside,17-04-2018,32.72,6317907123249
Nicolechester,05-04-2018,19.57,1109468556407
Veronicaberg,18-01-2018,33.04,4341351420885
Colemanland,20-02-2018,43.09,8700311126445
Lewishaven,20-04-2018,21.23,8139519107206
Mezachester,06-01-2018,39.83,8422380883301
Williamsonville,01-02-2018,38.9,1247989019244
Josephside,17-01-2018,35.68,4973368930844
New Olivia,17-04-2018,30.81,1521286015117
East Marymouth,27-01-2018,43.06,6911376462689
Lewishaven,27-04-2018,14.01,6524982895248
North Richardhaven,28-01-2018,21.85,3776624333431
New Raymond,08-03-2018,34.45,8895706094475
